#name zcmb zhel mb dmb ra dec
310574 0.2368 0.238025 21.0224 0.1241 352.985931 0.536272
320258 0.3412 0.342026 21.88785 0.1485 34.747997 -4.880739
330022 0.2641 0.264924 21.064 0.1418 35.324085 -2.949125
330089 0.349 0.349804 22.1162 0.13315 36.190273 -4.822142
330128 0.3212 0.321997 21.71485 0.1245 36.822823 -3.821314
330146 0.1352 0.136001 19.80745 0.1216 36.717678 -3.120553
340334 0.3065 0.305975 21.88165 0.1627 163.263062 57.806374
350047 0.2335 0.232982 21.21045 0.1599 163.261978 58.136345
350078 0.3006 0.299999 21.91835 0.1704 130.662643 43.784149
350083 0.3676 0.367012 21.9904 0.12345 130.138016 44.373875
350233 0.1692 0.168047 20.2554 0.1144 149.466324 3.482358
350316 0.07976 0.078992 18.337 0.10315 131.46904 43.818844
350548 0.1806 0.180032 20.3864 0.1142 128.847778 44.913643
360112 0.1806 0.179996 20.34675 0.16425 130.672516 43.59663
360140 0.2307 0.230024 21.03315 0.15375 185.618042 47.716175
360156 0.04582 0.045032 17.29255 0.1243 150.807251 1.895292
370098 0.2212 0.220039 20.7853 0.1197 150.006348 2.431106
370308 0.2006 0.199988 20.5274 0.21145 131.31691 43.385666
370333 0.0755 0.074964 18.378 0.11965 164.380127 57.297749
370356 0.02627 0.025694 15.98385 0.1362 183.405457 46.483467
370369 0.1912 0.190029 20.055 0.15515 151.56633 2.406872
370428 0.1777 0.177015 20.3552 0.11035 184.374832 47.54821
370563 0.1852 0.184034 20.5371 0.1169 150.951843 2.646014
380279 0.3491 0.347942 22.02925 0.13805 149.827026 2.934883
380378 0.2712 0.270808 21.30945 0.10785 213.52449 53.464809
390264 0.2921 0.292039 21.17535 0.1226 243.373001 53.990917
390471 0.3704 0.370012 21.7944 0.11375 214.519836 53.013973
420100 0.0963 0.097489 18.8215 0.14795 333.105316 0.851417
420159 0.1808 0.181993 20.2752 0.1117 333.684479 1.217831
420258 0.2748 0.276026 21.3734 0.1525 352.427765 0.705361
420407 0.2454 0.246591 21.2589 0.1441 333.949005 -0.315517
420417 0.3618 0.362989 21.9082 0.2036 333.495209 -0.191614
430004 0.2318 0.233024 20.92185 0.1499 351.113007 -0.754244
440008 0.1466 0.146988 19.91105 0.11095 52.673477 -28.863211
440042 0.1592 0.160014 20.18505 0.1775 35.902134 -3.293964
440162 0.4198 0.421021 22.4583 0.14905 353.266052 -0.912667
440509 0.3192 0.320022 21.66595 0.15665 34.84964 -5.430367
450175 0.5196 0.519982 22.97595 0.19605 53.286446 -28.084442
460003 0.1506 0.150018 19.9375 0.11 128.83551 43.855457
460037 0.3026 0.302961 21.6135 0.15825 54.726967 -27.541098
460105 0.2106 0.210015 20.73865 0.1623 129.369904 44.045273
470008 0.2396 0.23998 20.71895 0.1478 53.08276 -29.013786
470041 0.3316 0.331006 21.7581 0.12005 131.337524 44.754795
470232 0.2006 0.200029 20.72485 0.1607 129.545868 45.202278
470244 0.3606 0.360001 22.1621 0.14215 130.407776 43.771503
480064 0.2426 0.242026 21.3408 0.1213 128.796539 44.448204
480464 0.2212 0.220043 20.82175 0.14915 149.80043 3.221569
490008 0.1206 0.120001 19.3688 0.1916 131.448593 44.420605
490521 0.3412 0.340044 21.88605 0.16925 148.865173 1.575294
500004 0.2504 0.24998 21.0268 0.13165 213.023331 51.673889
500057 0.3804 0.380022 22.1535 0.1307 214.473541 53.84169
500100 0.3106 0.310012 21.81735 0.13845 131.638519 45.356152
500504 0.1994 0.198999 20.3968 0.14145 212.459198 53.477791
510251 0.24 0.239963 21.0934 0.1643 244.493683 55.742764
510457 0.5027 0.502034 22.89585 0.20855 186.388824 48.136864
510578 0.3701 0.370013 22.10035 0.1358 241.23259 53.912125
510638 0.27 0.269953 21.36745 0.13725 243.469391 56.084244
520019 0.2631 0.263024 21.391 0.1313 241.861191 54.457806
520023 0.268 0.267968 21.22475 0.16715 245.239151 55.154831
520062 0.308 0.307956 21.95175 0.1182 244.45137 54.633385
520077 0.25 0.249964 21.3768 0.1625 244.662933 55.684216
520188 0.2804 0.280015 21.3787 0.11055 215.524033 52.544643
530112 0.3148 0.315992 21.9041 0.12485 333.569214 0.920858
530219 0.3288 0.330025 22.1329 0.16575 351.528625 -0.319422
540163 0.3297 0.330511 21.9869 0.11895 36.07233 -3.309342
550041 0.2588 0.260022 21.13905 0.14085 352.540436 -0.866428
550096 0.2246 0.225002 20.6681 0.15385 52.77663 -26.397924
550154 0.2102 0.211005 20.9208 0.1231 36.355568 -3.596208
550218 0.3878 0.388988 22.2944 0.18525 332.927094 0.901281
560087 0.3068 0.30802 21.6875 0.1493 352.675507 -1.555989
560121 0.3652 0.366003 22.2065 0.1423 36.338795 -4.395261
560152 0.2488 0.249999 21.1327 0.1596 334.800201 1.160222
570025 0.2988 0.299998 21.39335 0.16425 335.059631 0.377558
570062 0.1238 0.125024 19.5741 0.1083 353.101715 0.295589
580235 0.3312 0.330038 21.7689 0.1401 150.234879 2.579606
580275 0.3826 0.382964 22.18595 0.1824 54.139133 -28.613928
580300 0.2406 0.240016 21.13115 0.11795 130.333664 44.787704
590005 0.1712 0.170029 20.2873 0.17315 151.017822 1.215467
200132 0.2088 0.209992 20.859 0.16115 334.493988 -0.696892
350180 0.2896 0.289979 21.715 0.1649 53.46273 -28.137632
10 0.2457 0.244544 21.1466 0.1219 149.748993 3.157531
14 0.1361 0.136909 19.76145 0.12305 35.877964 -4.636322
38 0.1505 0.151321 19.8557 0.11605 35.095661 -4.672508
137 0.1187 0.118178 19.26765 0.1244 161.159271 57.811123
174 0.2448 0.244258 21.05305 0.1237 162.029419 56.850155
196 0.3503 0.349139 21.9623 0.10725 150.115067 2.694033
202 0.6192 0.618034 23.4834 0.1156 150.539139 1.899169
220 0.2196 0.218437 20.83145 0.10825 150.536758 2.718564
10010 0.0994 0.098229 19.1829 0.10965 150.858658 1.029419
20090 0.4098 0.409404 22.4668 0.20545 212.87941 53.579578
30006 0.5025 0.501995 22.81425 0.2082 162.524506 58.77742
40150 0.3815 0.380964 22.31495 0.143 162.097794 57.148205
40201 0.2797 0.279014 21.2969 0.11365 184.459579 47.446762
40780 0.2307 0.230646 20.74845 0.15255 243.619476 54.725811
50003 0.4269 0.426832 22.5594 0.1627 242.21933 55.00481
50201 0.5501 0.550025 23.1391 0.14355 241.703354 54.980934
50291 0.3253 0.325262 21.96765 0.14105 244.566132 55.384705
50296 0.3509 0.35085 22.00245 0.1283 243.450897 55.60854
50303 0.3283 0.328229 21.97245 0.18155 241.436798 56.074417
50580 0.4504 0.449985 22.4503 0.1316 212.990707 52.071846
70242 0.06441 0.064995 18.09975 0.1085 36.800156 -4.534686
80064 0.06559 0.065899 17.91255 0.12675 52.425297 -27.877253
80646 0.3185 0.319697 21.8116 0.12465 334.622223 0.941486
90037 0.1453 0.1447 20.2551 0.1724 130.015991 43.421452
90275 0.1396 0.139969 19.7799 0.1129 54.072086 -28.051512
100101 0.4294 0.428788 22.75515 0.1527 132.140976 43.985249
100206 0.2166 0.216994 20.59575 0.11555 52.518173 -28.256693
100358 0.3666 0.367826 21.88675 0.1841 352.444458 0.590506
110425 0.3806 0.379996 22.2063 0.1382 132.011475 44.449287
110430 0.4206 0.42 22.47585 0.16245 132.249557 44.865685
110460 0.1996 0.199974 20.61175 0.15295 53.844757 -27.840279
110484 0.5106 0.510024 22.8206 0.17305 129.185974 44.554737
110542 0.4267 0.42611 22.6189 0.15295 131.820251 45.297623
110716 0.3156 0.315011 21.9342 0.1522 128.985794 43.494511
110721 0.5779 0.577308 23.2802 0.1624 130.216202 44.114304
120044 0.4812 0.480045 23.0166 0.15415 148.791946 1.730247
120086 0.3922 0.391033 22.18855 0.1588 150.789017 2.143386
120143 0.1735 0.172991 20.08825 0.1083 163.682434 58.626564
120369 0.3302 0.329032 21.9984 0.1153 150.995255 2.262419
120444 0.2996 0.300011 21.70345 0.1614 51.682003 -27.936235
120586 0.2296 0.230007 20.95825 0.1411 52.146969 -27.340967
130755 0.2927 0.291997 21.54425 0.1708 183.731598 46.575905
140152 0.2085 0.207972 20.59295 0.11275 162.392685 57.61573
150254 0.2749 0.274204 21.2869 0.11615 183.21106 47.14576
150457 0.3032 0.302666 21.66825 0.11865 161.353256 57.217892
160070 0.359 0.358942 22.19585 0.1342 243.192413 54.873726
160126 0.36 0.359463 21.8702 0.1604 163.283539 57.20126
160198 0.349 0.348933 21.98165 0.1223 242.9048 53.970268
160214 0.6304 0.630023 23.3169 0.11795 213.822037 54.298927
170078 0.3207 0.320025 22.0192 0.15495 186.183167 47.668144
180313 0.51 0.509959 22.84675 0.1182 244.318832 55.37944
190209 0.3669 0.368089 22.0067 0.1243 333.08197 1.035947
190340 0.1384 0.139594 19.7944 0.1038 334.13446 0.473294
300179 0.1792 0.180427 20.54675 0.14915 351.141998 0.227
310039 0.1717 0.172509 20.22 0.11585 36.215561 -3.344772
310051 0.2708 0.272021 21.2356 0.1242 353.411621 -0.552478
310090 0.3473 0.348525 22.23255 0.2533 351.30835 -0.605108
310146 0.4796 0.479992 22.6131 0.1463 52.486576 -28.741932
310188 0.3192 0.320019 21.9169 0.137 35.277637 -4.519644
310260 0.5192 0.520003 22.9578 0.1518 36.168911 -5.104308
320099 0.3802 0.381009 22.18215 0.1306 36.067501 -3.916022
320469 0.3712 0.372031 22.13805 0.26375 34.418312 -4.837083
330023 0.1808 0.181617 20.474 0.12575 35.798058 -2.780092
330083 0.2236 0.223004 20.75105 0.12225 129.495605 43.29768
340229 0.1412 0.142016 19.8422 0.13225 35.879009 -2.860444
350027 0.3055 0.304975 21.68485 0.12015 163.119247 57.807198
350050 0.4045 0.403983 22.12805 0.15365 161.079681 58.076195
350080 0.2856 0.285002 21.43725 0.1358 130.634903 43.99889
350192 0.3012 0.300046 21.5859 0.13495 148.715805 1.961664
350235 0.2637 0.263029 21.2319 0.12955 184.350204 48.346245
350374 0.5006 0.499999 22.9717 0.1963 131.336365 44.239048
350630 0.3051 0.304598 21.64295 0.1129 162.404297 58.953342
360139 0.3857 0.385022 22.28245 0.126 185.738632 47.567509
360145 0.1985 0.197999 20.6442 0.1223 163.66864 59.018993
370066 0.0906 0.089992 18.75805 0.1103 130.348587 43.054436
370329 0.4774 0.476228 22.9261 0.1649 151.308884 1.700672
370344 0.3312 0.330036 21.831 0.11675 150.173752 1.831642
370367 0.4712 0.470043 22.70965 0.15 149.221619 1.977911
370394 0.3306 0.33 21.7726 0.15595 132.379333 45.002171
370498 0.2607 0.260011 21.3572 0.14225 186.266327 46.806156
370566 0.07141 0.070791 18.15745 0.1192 159.985092 58.414917
370595 0.1812 0.180032 20.426 0.1593 150.49765 1.325147
380318 0.3379 0.33674 21.91315 0.151 150.413193 3.249842
390259 0.1221 0.122027 19.37365 0.11495 242.39563 53.867222
390449 0.2501 0.250037 21.1135 0.14315 242.950745 54.455803
390627 0.1604 0.160006 20.16235 0.167 212.627335 53.89996
420196 0.2988 0.300023 21.99485 0.16045 351.76123 -1.028389
420352 0.3892 0.390023 22.11805 0.14095 35.182163 -3.962469
420414 0.2928 0.293993 21.4687 0.1649 334.276184 0.0287
430003 0.3288 0.329987 21.6655 0.17245 333.380432 -0.452858
440005 0.3056 0.305982 21.6995 0.13305 52.989254 -28.883558
440050 0.2858 0.286995 21.46645 0.1395 333.866943 1.549489
440236 0.4292 0.42999 22.4792 0.1471 37.101852 -4.424606
440285 0.1792 0.179996 20.481 0.1699 36.804253 -4.128797
440643 0.1896 0.189985 20.50025 0.1605 53.603645 -26.773911
450082 0.2488 0.250024 21.19025 0.14705 353.356018 0.310492
450339 0.4096 0.410407 22.48095 0.19045 36.287354 -3.353392
460064 0.2416 0.241982 20.85675 0.13015 53.774212 -26.764938
470015 0.3376 0.337964 21.8791 0.16625 54.148548 -28.625116
470043 0.0706 0.070028 18.48435 0.29975 128.9944 44.767532
470110 0.3456 0.346 21.9593 0.1626 52.070568 -28.623327
480184 0.3306 0.330002 21.98705 0.15615 129.735458 43.313931
490007 0.05495 0.054 17.60185 0.1165 184.267822 46.627476
490037 0.4231 0.421934 22.37855 0.1425 149.957199 0.816617
500038 0.1072 0.106038 19.19495 0.1111 150.192459 2.551239
500065 0.2854 0.285023 21.2265 0.12315 214.087631 54.134895
500301 0.3254 0.325016 21.91925 0.1384 215.547714 52.631847
500511 0.3347 0.334019 21.74575 0.1129 184.695679 47.647293
510113 0.2907 0.29 21.30595 0.15955 186.582794 46.066586
510266 0.4404 0.43999 22.4238 0.13695 214.033157 51.732117
510550 0.2411 0.241048 21.09055 0.1118 243.274979 55.611656
510597 0.4607 0.460026 22.75035 0.16435 185.821045 47.822838
520022 0.1194 0.119032 19.33475 0.1245 216.006653 53.464119
520041 0.545 0.544288 23.34415 0.1462 184.138382 45.962044
520071 0.4114 0.411029 22.6089 0.1289 215.503983 53.619328
530037 0.2688 0.269987 21.34225 0.14435 333.670746 -1.050431
530086 0.04976 0.051386 17.35275 0.13525 332.865967 -0.029744
530251 0.4118 0.412998 22.5817 0.15385 334.634277 1.114892
550005 0.07369 0.074003 18.2355 0.1566 51.936008 -28.487053
550059 0.3188 0.320023 22.0816 0.21085 351.302917 -1.024506
550137 0.4198 0.420996 22.16135 0.152 334.754089 0.029656
550202 0.4208 0.422023 22.49015 0.2331 351.799896 -0.782928
560027 0.4392 0.440015 22.46285 0.19185 35.850624 -3.083947
560054 0.4804 0.481622 22.68865 0.17225 353.295807 -0.336408
560150 0.1998 0.200995 20.66375 0.13595 333.960693 1.227583
570022 0.3018 0.303025 21.81235 0.1445 351.12384 -0.484342
570056 0.2902 0.290995 21.4412 0.13835 37.00668 -3.495033
580104 0.3092 0.310004 21.58775 0.1462 36.11964 -4.9673
580270 0.2956 0.295015 21.7291 0.123 130.200073 44.59063
580276 0.3386 0.338974 21.88335 0.13905 53.521389 -28.807699
590031 0.3782 0.377044 22.21555 0.1463 149.072906 2.002344
590194 0.0896 0.089013 18.72405 0.11685 130.236938 44.524326
520016 0.4507 0.45001 22.6586 0.15475 185.337662 46.97084
380199 0.4604 0.460018 22.8011 0.14725 215.233185 53.008881
vespesian 1.206 1.205618 25.73935 0.3352 215.136078 53.046726
washington 1.33 1.330388 25.6034 0.1484 53.086899 -27.82819
carter 1.54 1.538838 25.9072 0.21065 150.061356 2.192381
Primo 1.55 1.550387 26.00705 0.18565 53.158375 -27.777527
geta 1.7 1.701108 26.0592 0.2832 322.349548 0.140211
stone 1.8 1.799601 26.2011 0.18795 189.319885 62.278179
colfax 2.26 2.259601 26.877 0.2548 189.156586 62.309174
wilson 1.914 1.914829 26.1609 0.2559 34.443066 -5.256643
Aphrodite 1.3 1.301202 25.52015 0.17875 53.1563 -27.77956
Borg 1.34 1.341202 25.4652 0.1632 189.28829 62.19116
Eagle 1.02 1.021202 24.88235 0.1657 189.33646 62.22819
Frodo 0.735 0.736202 23.70605 0.134 53.09299 -27.74084
Gabi 1.12 1.121202 25.0639 0.1649 189.05763 62.2021
Koekemoer 1.23 1.231202 25.28615 0.19155 189.0955 62.30644
Lancaster 1.23 1.231202 25.4985 0.17085 189.23633 189.23633
Manipogo 0.854 0.855202 24.3128 0.21455 189.14522 62.26357
Mcguire 1.37 1.371202 25.5159 0.1622 53.04175 -27.83055
Ombo 0.9752 0.976402 24.7061 0.13985 53.10558 -27.75084
Patuxent 0.97 0.971202 25.11545 0.26175 189.53734 62.31316
Rakke 0.74 0.741202 23.8446 0.12605 53.07563 -27.73626
Sasquatch 1.39 1.391202 25.36305 0.20125 189.22552 62.1395
Thoth 1.305 1.306202 25.2642 0.235 53.10326 -27.77169
Vilas 0.935 0.936202 24.2666 0.1658 189.37083 62.19106
SCP05D0 1.014 1.015202 24.85445 0.2291 35.42527 -3.36476
SCP05D6 1.315 1.316202 25.54235 0.1987 35.44368 -3.38227
SCP06C0 1.092 1.093202 24.63835 0.26405 187.35689 1.84905
